Start Time, Mon Sep 4 04:08:48 GMT-0400 2006
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 6753.86
Real Time (s), 6757.02
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1, 0.755919873714447, 0
2, 1.511839747428894, 0
3, 2.267759621143341, 0
4, 3.023679494857788, 0
5, 3.779599368572235, 0
6, 4.535519242286682, 0
7, 5.291439116001129, 0
8, 6.047358989715576, 0
9, 6.803278863430023, 0
10, 7.55919873714447, 614
11, 8.315118610858917, 625
12, 9.071038484573364, 597
13, 9.826958358287811, 591
14, 10.582878232002258, 649
15, 11.338798105716705, 622
16, 12.094717979431152, 653
17, 12.8506378531456, 736
18, 13.606557726860046, 722
19, 14.362477600574493, 695
20, 15.11839747428894, 672
21, 15.874317348003387, 701
22, 16.630237221717834, 723
23, 17.38615709543228, 698
24, 18.14207696914673, 713
25, 18.897996842861176, 684
26, 19.653916716575623, 799
27, 20.40983659029007, 732
28, 21.165756464004517, 749
29, 21.921676337718964, 826
30, 22.67759621143341, 770
31, 23.433516085147858, 788
32, 24.189435958862305, 774
33, 24.94535583257675, 814
34, 25.7012757062912, 869
35, 26.457195580005646, 928
36, 27.213115453720093, 919
37, 27.96903532743454, 1058
38, 28.724955201148987, 1156
39, 29.480875074863434, 1313
40, 30.23679494857788, 1343
41, 30.992714822292328, 1476
42, 31.748634696006775, 1595
43, 32.50455456972122, 1707
44, 33.26047444343567, 1752
45, 34.016394317150116, 1747
46, 34.77231419086456, 1808
47, 35.52823406457901, 1759
48, 36.28415393829346, 1830
49, 37.040073812007904, 1712
50, 37.79599368572235, 1684
51, 38.5519135594368, 1697
52, 39.307833433151245, 1775
53, 40.06375330686569, 1775
54, 40.81967318058014, 1745
55, 41.575593054294586, 1744
56, 42.33151292800903, 1712
57, 43.08743280172348, 1760
58, 43.84335267543793, 1711
59, 44.599272549152374, 1765
60, 45.35519242286682, 1829
61, 46.11111229658127, 1812
62, 46.867032170295715, 1873
63, 47.62295204401016, 1827
64, 48.37887191772461, 1862
65, 49.134791791439056, 1871
66, 49.8907116651535, 1938
67, 50.64663153886795, 1872
68, 51.4025514125824, 1872
69, 52.158471286296844, 1856
70, 52.91439116001129, 1864
71, 53.67031103372574, 1813
72, 54.426230907440186, 1851
73, 55.18215078115463, 1911
74, 55.93807065486908, 1897
75, 56.69399052858353, 1874
76, 57.449910402297974, 1952
77, 58.20583027601242, 1901
78, 58.96175014972687, 1952
79, 59.717670023441315, 1871
80, 60.47358989715576, 1863
81, 61.22950977087021, 1904
82, 61.985429644584656, 1941
83, 62.7413495182991, 1892
84, 63.49726939201355, 1900
85, 64.253189265728, 1781
86, 65.00910913944244, 1912
87, 65.76502901315689, 1797
88, 66.52094888687134, 1847
