Start Time, Sun Jul 20 23:01:58 GMT-0400 2008
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 86.87522
Real Time (s), 86.922843
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
405, 306.14754885435104, 4
406, 306.9034687280655, 7
407, 307.65938860177994, 7
408, 308.4153084754944, 5
409, 309.17122834920883, 1
410, 309.9271482229233, 3
411, 310.6830680966377, 7
412, 311.4389879703522, 4
413, 312.1949078440666, 5
414, 312.95082771778107, 2
415, 313.7067475914955, 5
416, 314.46266746520996, 8
417, 315.2185873389244, 4
418, 315.97450721263885, 2
419, 316.7304270863533, 1
420, 317.48634696006775, 1
421, 318.2422668337822, 6
422, 318.99818670749664, 4
423, 319.7541065812111, 6
424, 320.51002645492554, 3
425, 321.26594632864, 4
426, 322.02186620235443, 4
427, 322.7777860760689, 3
428, 323.5337059497833, 2
429, 324.2896258234978, 3
430, 325.0455456972122, 7
431, 325.80146557092667, 6
432, 326.5573854446411, 3
433, 327.31330531835556, 5
434, 328.06922519207, 3
435, 328.82514506578445, 4
436, 329.5810649394989, 4
437, 330.33698481321335, 4
438, 331.0929046869278, 3
439, 331.84882456064224, 4
440, 332.6047444343567, 1
441, 333.36066430807114, 4
442, 334.1165841817856, 3
443, 334.87250405550003, 4
444, 335.6284239292145, 1
445, 336.3843438029289, 4
446, 337.1402636766434, 2
447, 337.8961835503578, 1
448, 338.65210342407227, 1
449, 339.4080232977867, 4
450, 340.16394317150116, 4
451, 340.9198630452156, 3
452, 341.67578291893005, 1
453, 342.4317027926445, 1
454, 343.18762266635895, 3
455, 343.9435425400734, 2
456, 344.69946241378784, 3
457, 345.4553822875023, 5
458, 346.21130216121674, 5
459, 346.9672220349312, 2
460, 347.72314190864563, 4
461, 348.4790617823601, 4
462, 349.2349816560745, 1
463, 349.99090152978897, 2
464, 350.7468214035034, 3
465, 351.50274127721786, 5
466, 352.2586611509323, 2
467, 353.01458102464676, 2
468, 353.7705008983612, 5
469, 354.52642077207565, 2
470, 355.2823406457901, 4
471, 356.03826051950455, 3
472, 356.794180393219, 6
473, 357.55010026693344, 2
474, 358.3060201406479, 1
475, 359.06194001436234, 6
476, 359.8178598880768, 2
477, 360.57377976179123, 4
