Start Time, Sun Jul 20 22:34:51 GMT-0400 2008
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 41.262284
Real Time (s), 43.160344
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1, 0.755919873714447, 0
2, 1.511839747428894, 0
3, 2.267759621143341, 0
4, 3.023679494857788, 0
5, 3.779599368572235, 0
6, 4.535519242286682, 0
7, 5.291439116001129, 0
8, 6.047358989715576, 0
9, 6.803278863430023, 0
10, 7.55919873714447, 156
11, 8.315118610858917, 161
12, 9.071038484573364, 174
13, 9.826958358287811, 157
14, 10.582878232002258, 157
15, 11.338798105716705, 146
16, 12.094717979431152, 129
17, 12.8506378531456, 190
18, 13.606557726860046, 147
19, 14.362477600574493, 166
20, 15.11839747428894, 165
21, 15.874317348003387, 188
22, 16.630237221717834, 176
23, 17.38615709543228, 166
24, 18.14207696914673, 183
25, 18.897996842861176, 174
26, 19.653916716575623, 188
27, 20.40983659029007, 174
28, 21.165756464004517, 166
29, 21.921676337718964, 193
30, 22.67759621143341, 165
31, 23.433516085147858, 197
32, 24.189435958862305, 191
33, 24.94535583257675, 175
34, 25.7012757062912, 166
35, 26.457195580005646, 188
36, 27.213115453720093, 175
37, 27.96903532743454, 190
38, 28.724955201148987, 173
39, 29.480875074863434, 174
40, 30.23679494857788, 188
41, 30.992714822292328, 165
42, 31.748634696006775, 180
43, 32.50455456972122, 184
44, 33.26047444343567, 209
45, 34.016394317150116, 182
46, 34.77231419086456, 177
47, 35.52823406457901, 195
48, 36.28415393829346, 192
49, 37.040073812007904, 210
50, 37.79599368572235, 200
51, 38.5519135594368, 205
52, 39.307833433151245, 208
53, 40.06375330686569, 192
54, 40.81967318058014, 230
55, 41.575593054294586, 196
56, 42.33151292800903, 192
57, 43.08743280172348, 191
58, 43.84335267543793, 192
59, 44.599272549152374, 178
60, 45.35519242286682, 177
61, 46.11111229658127, 186
62, 46.867032170295715, 178
63, 47.62295204401016, 194
64, 48.37887191772461, 223
65, 49.134791791439056, 224
66, 49.8907116651535, 203
67, 50.64663153886795, 228
68, 51.4025514125824, 196
69, 52.158471286296844, 231
70, 52.91439116001129, 206
71, 53.67031103372574, 188
72, 54.426230907440186, 211
73, 55.18215078115463, 203
74, 55.93807065486908, 226
75, 56.69399052858353, 201
76, 57.449910402297974, 232
77, 58.20583027601242, 196
78, 58.96175014972687, 215
79, 59.717670023441315, 191
80, 60.47358989715576, 199
81, 61.22950977087021, 202
82, 61.985429644584656, 215
83, 62.7413495182991, 221
84, 63.49726939201355, 193
85, 64.253189265728, 219
86, 65.00910913944244, 195
87, 65.76502901315689, 199
88, 66.52094888687134, 218
89, 67.27686876058578, 235
90, 68.03278863430023, 207
91, 68.78870850801468, 226
92, 69.54462838172913, 209
